########################## README ##############################
# GPCs for X-LUXOR+ FPGA architecture
#   -> Both LUT-based and slice-based designs
################################################################

# 'Bypass' to allow unmapped dots to propagate to the next stage
Bypass,1,1,1,1,0.0001

################################################################
# LUT-based GPCs for Xilinx FPGAs
################################################################

# The basic full-adder as a GPC 
FA,1,2,3,1,1,1

# 4:2 compressor, most efficient compressor for Xilinx FPGAs [20]
C4:2K4(C2444:12221),4,5,4,4,4,2,1,2,2,2,1,4

# GPCs from existing literature
C6:111,1,3,6,1,1,1,2
C25:121,2,3,5,2,1,2,1,2

################################################################
# Slice-based GPCs for Xilinx FPGAs (Table 1 in paper)
################################################################

# Built from -06-, -014-, and -022- atoms, as proposed in [20]
C1415:11111,4,5,5,1,4,1,1,1,1,1,1,4
C2215:11111,4,5,5,1,2,2,1,1,1,1,1,4
C0615:11111,4,5,5,1,6,0,1,1,1,1,1,4
C1423:11111,4,5,3,2,4,1,1,1,1,1,1,4
C2223:11111,4,5,3,2,2,2,1,1,1,1,1,4
C0623:11111,4,5,3,2,6,0,1,1,1,1,1,4
C1406:11111,4,5,6,0,4,1,1,1,1,1,1,4
C2206:11111,4,5,6,0,2,2,1,1,1,1,1,4
C0606:11111,4,5,6,0,6,0,1,1,1,1,1,4

# Not built from atoms
C1325:11111,4,5,5,2,3,1,1,1,1,1,1,4

################################################################
# New slice-based GPCs enabled by X-LUXOR+ architecture
################################################################

# More combinations possible due to improve -06- atom
#   -> -06- now maps to just 1 LUT
C0606-0606:111111111,8,9,6,0,6,0,6,0,6,0,1,1,1,1,1,1,1,1,1,4
C14-0606:1111111,6,7,6,0,6,0,4,1,1,1,1,1,1,1,1,4
C22-0606:1111111,6,7,6,0,6,0,2,2,1,1,1,1,1,1,1,4
C06-0606:1111111,6,7,6,0,6,0,6,0,1,1,1,1,1,1,1,4
C0606-15:1111111,6,7,5,1,6,0,6,0,1,1,1,1,1,1,1,4
C0606-23:1111111,6,7,3,2,6,0,6,0,1,1,1,1,1,1,1,4
C06-14-06:1111111,6,7,6,0,4,1,6,0,1,1,1,1,1,1,1,4
C06-22-06:1111111,6,7,6,0,2,2,6,0,1,1,1,1,1,1,1,4

